chunkId,content,StartPage,EndPage,heading,ContentWordCount,pdfName,contentType,image,summary
18,"|      |        |        |      | .      | .गेंहूँ   | त   |
|------|--------|--------|------|--------|-------|-----|
| 2.   | कठिया    | (डयूरम) | गेहूँ   | की      | खेती    | 7   |
| 3.   | जौ      | 9      |      |        |       |     |
| 4... | जई     | 25     |      |        |       |     |
| 5.   | तोरिया    | (लाही)   | 27   |        |       |     |
| 6.   | राई     | /सरसों   | 30   |        |       |     |
| 7.   | पीली     | सरसों    | 35   |        |       |     |
| 8.   | अलसी    | 38     |      |        |       |     |
| 9.   | कूसुम    | 4]     |      |        |       |     |
| ।0.  | रबी     | मक्का    | 42   |        |       |     |
| ।4.  | शिशु मक्का | (बेबी    | कॉर्न) | की      | खेती    | 45  |
| ।2.  | चना     | 47     |      |        |       |     |
| 3.   | मटर    | 52     |      |        |       |     |
| ।4.  | मसूर    | 56     |      |        |       |     |
| ।5.  | राजमा    | 60     |      |        |       |     |
| ।6.  | बरसीम   | 62     |      |        |       |     |
| ।7.  | रबी     | शाकभाजी   | एवं   | मसाला    | फसलों   | के   |
| ।8.  | बोरो     | धान     | की    | खेती     | 67    |     |
| ।9.  | आलू     | उत्पादन  | की    | तकनीकी   | 70    |     |
| 20.  | मशरूम   | की      | खेती   | 73     |       |     |
| 24.  | मौन     | पालन    | एक   | लाभदायक  | व्यवसाय | 76  |
| 22.  | सहफसली  | खेती     | 82   |        |       |     |
| 23.  | काँस,    | मोथा     | एवं   | गाजर    | घास    | का   |
| 24.  | संतुलित   | उर्वरक  | प्रयोग | में      | नीम    | लेपित |
| 25.  | एकीकृत   | पोषक    | तत्व  | प्रबन्धन | 88    |     |
|    |      |          |        |           |        |         | क्रमांक   | विषय   | पृष्ठ   |  संख्या   |
|----|------|----------|--------|-----------|--------|---------|--------|-------|-------|--------|
| 26 | कृषि   | उत्पादन    | में      | जैव        | उर्वरकों  | की       | महत्ता   | एवं    | उपयोग  | 89     |
| 27 | नादेव  | (नैडप)    | कम्पोस्ट  | 92        |        |         |        |       |       |        |
| 28 | जैविक  | कृषि       | में      | केचुआ       | खाद-वर्मी | कम्पोस्ट   | 94     |       |       |        |
| 29 | उपयोगी | कृषि       | यंत्र    | 97        |        |         |        |       |       |        |
| 30 | बौछारी  | (स्प्रिंकलर) | सिंचाई    | विधि        | 00     |         |        |       |       |        |
|  3 | रबी   | मौसम      | में      | ऊसर       | सुधार    | कार्यक्रम  | 02     |       |       |        |
| 32 | जैविक  | एजेन्ट     | एवं     | जैविक कीटनाशकों | के      | प्रयोग    | द्वारा    | कृषि    | रक्षा   | प्रबन्धन |
| 33 | एकीकृत | नाशीजीव     | प्रबन्धन | (इन्टीग्रेटेड  | पेस्ट    | मैनेजमेन्ट) | 09     |       |       |        |",,,विषय-सूची,185,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,table,,
19,34. विभागीय कृषि रक्षा इकाइयों पर उपलब्ध फसल सुरक्षा रसायनों का नाम व मूल्य 45 35. प्रतिबन्धित रसायनों की सूची 448 36. प्रतिबन्धित कीटनाशकों की सूची 42 37. प्रमुख रसायनिक उर्वरक एवं उनमें पाये जाने वाले तत्वो का प्रतिशत तथा उनके गुणांक 23 38. रबी फसलों के आंकड़ें 24 39. किसान भाइयों द्वारा नकली एवं मिलावटी उर्वरकों की पहचान विधि 426 40. किसान काल सेन्टर के कार्यो का संक्षिप्त विवरण ।27 4. बीज उत्पादक कम्पनियों के नाम ।29 42. किसान भाइयों की सुविधा हेतु महत्वपूर्ण दूरभाष नम्बर 43/,,,विषय-सूची,88,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
20,## . गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,,,,9,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,heading,,
21,".. भावर एवं तराई क्षेत्र जनपद: सहारनपुर, मुजफ्फर नगर, बिजनौर, मुरादाबाद, रामपुर, बरेली, शाहजहाँपुर, पीलीभीत, लखीमपुर खीरी, बहराइच एवं श्रावस्ती का उत्तरी भाग",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,23,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
22,"बुआई का समय : +: अक्टूबरका द्वितीय पक्ष असिंचित दशा: एच.यूडब्लू-533, के. 8027 के.-935 एच.डी.-2888 बुआई का समय : ब. नवम्बर का प्रथम पक्ष (भावर भूमि के लिए) असिंचित दशा: के.-8027, के. 8962, के.-9465, के. 9357 सिंचित दशा : यू.पी.-2338, डब्लू.एच.-542, पी.बी.डब्लू .-343, यू.पी.-2382, एच.डी.-2687, के.-907, पी.बी.डब्लू -590, के.-9006, डी.बी.डब्लू-7, पी.बी.डब्लू-550, के-307 (शताब्दी) बुआई का समय : स. विलम्ब से बुआई 25 दिसम्बर तक",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,64,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
23,"सिचित दशा : राज-3765, पी.बी.डब्लू -373, के.-962, यू.पी.-2425 एन.डब्लू-076, नैना (के.-9533), डी.बी.डब्लू-4 डी.बी.डब्लू-6, के.-9423, पी.बी.डब्लू -590, 2. पश्चिमी मैदानी क्षेत्र जनपद : सहारनपुर, मुजफ्फरनगर, मेरठ, बागपत, गाजियाबाद, गौतमबुद्धनगर, बुलन्दशहर",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,29,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
24,"बुआई का समय : आ. अक्टूबरका द्वितीय पक्ष से नवम्बर का प्रथम पक्ष असिंचित दशा: के.-8027 (मगहर), एच.यू डब्लू एस.-533 बुआई का समय : ब. नवम्बर का द्वितीय पक्ष | असिंचित दशा : पी.बी.डब्लू-75, के. 8027,, के.-8962, के.-9465, के. -935, डब्लू, एच.-47 सिंचित दशा : यू.पी.-2338, डब्लूएच.-542, पी.बी.डब्लू.-343, यू.पी.-2382, एच.डी.-2687, के.-907, पी.बी.डब्लू -502, के.-9006, डी.बी.डब्लू -7, पी.बी.डब्लू -550, के -307 (शताब्दी), एच.डी.-2967 बुआई का समय : स. विलम्ब से बुआई 25 दिसम्बर तक",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,73,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
25,"सिंचित दशा : राज-3765, यू.पी.-2338, पी.बी.डब्लू-373, के.-8020, यू.पी.-2425,  एन.डब्लू-076,  के-9423, के.-7903, नैना (के-9533), डी.बी.डब्लू .-6 3. मध्य पश्चिमी मैदानी क्षेत्र जनपद: बिजनौर, ज्योतिबाफूलेनगर, मुरादाबाद, रामपुर, बरेली, बदायूँ, पीलीभीत",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,28,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
26,"बुआई का समय-असिंचित दशा, सिंचित दशा-पश्चिमी मैदानी क्षेत्र केअनुसार",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,9,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
27,"4... दक्षिणी-पश्चिमी अर्धशुष्क क्षेत्र जनपद: अलीगढ़, हाथरस, मथुरा, आगरा, फिरोजाबाद, मैनपुरी, एटा | बुआई का समय : आ. अक्टूबरका द्वितीय पक्ष | असिंचितदशा: के.-8027 एच.यू डब्लू-533, के.-9357 बुआई का समय : ब. नवम्बर का प्रथम पक्ष",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,36,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
28,"असिंचित दशा: के.-8027 के.-8962, के.-9465, के.-9354, के.-9644 बुआई का समय : स. समय से बुआई 25 नवम्बर तक",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,18,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
29,"सिंचित दशा : पी.बी.डब्लू-343, यू.पी.-2338, के.-9006, के.-907, के.-307, एच.डी.-2687.यू.पी.-2382, पी.डी.डब्लू-233, पी.डी.डब्लू -25, डब्लू एच.-896, एच.आई.-838॥, पी.बी.डब्लू -502 बुआई का समय : दा. विलम्ब से बुआई 25 दिसम्बर तक",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,28,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
30,"मालवीय-234, यू.पी.-2338, राज-3077, राज-3765, पी.बी.डब्लू-373, यू.पी.-2425, के.-962, के.-7903, के.-9533, एन. डब्लू-076, डी.बी.डब्लू-6 ऊसर क्षेत्र हेतु. : के.आर,एल.",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,17,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
31,"5. मध्य मैदानी क्षेत्र जनपद: शाहजहॉपुर, फर्रूखाबाद, कन्नौज, इटावा, औरैया, कानपुर नगर, कानपुर देहात, फतेहपुर, कौशाम्बी, इलाहाबाद, लखनऊ, उननाव, रायबरेली, सीतापुर, खीरी, हरदोई",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,23,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
32,"बुआई का समय : आ. अक्टूबरके द्वितीय पक्ष से नवम्बर के प्रथम पक्ष तक | असिंचित दशा: के.-8962, के.-9465, मालवीय-533, के.-935, एच.डी.-2888 बुआई का समय : ब.नवम्बर के प्रथम सप्ताह से 25 नवम्बर तक",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,34,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
33,"सिंचित दशा : पी.बी.डब्लू -343, यू.पी.-2338, डब्लूएच.-542, के.-907, के.-9006 (समय से) एच.पी-473, एन.डब्लू-042, यू.पी.-2382, एच.यू.डब्लू -468, पी.बी.डब्लू -443, एच.डी. 2733, एच.डी. 2888, के.-307 (शताब्दी) बुआई का समय : स. विलम्ब से बुआई 25 दिसम्बर तक",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,35,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
34,"सिंचित दशा :  मालवीय-234, के.-7903, यू.पी.2338, के.-962, के.-9533, एच.डी.-2643, एच.पी.-744, एन.डब्लू-404, यू.पी.-2425, एन.डब्लू-2036, डी.बी.डब्लू .-4 पी.बी.डब्लू-524 एन. डब्लू-076, एच.यू डब्लू",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,20,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
35,"खादर भूमि के लिये: दं. नवम्बर का द्वितीय पक्ष के.-8962, के.-9465, एच.डी.आर.-77, के.-9357 ऊसर क्षेत्र हेतु. :. के.आर,एल. 4-4, के.आर.एल.-9, के.-8434 (सिंचित दशा व एन.डब्लू-067, के.आर.एल.-20 एवं के.आर.एल.-23",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,28,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
36,## समय से बुवाई),,,,4,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,heading,,
37,"6. बुन्देलखण्ड क्षेत्र जनपद: झांसी, जालौन, हमीरपुर, महोबा, ललितपुर, बांदा, चित्रकूट",,,समय से बुवाई),11,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
38,"बुआई का समय : आ. अक्टूबरका द्वितीय पक्ष | असिंचित दशा: सी.-306, सुजाता के.-8962, के.-9465, के.-935, एच डब्लू-2004 आरनेज (9-30-), लोक- एच.डी.-2888 बुआई का समय : ब. समय से बुआई ( नवम्बर से 25 नवम्बर तक) सिंचित दशा : डी.एल.-803-3, राज-4555, एच.आई.-838, एच.आई.-8498, के.-907, यू.पी.-2338, डब्लू एच.-47, जी.डब्लू-273, जी.डब्लू-322, पी.बी.डब्लू -343, एच.डी.-2733 बुआई का समय : सं. विलम्ब से बुआई (25 दिसम्बर तक) एच.आई.-784, मालवीय-234, एच.पी.-633, डी.एल.-788-2, यू.पी.-2425, के.-962, के.-9533, जी.डब्लू-73, के.-7903, के.-9423, एच.यू डब्लू-540 7... उत्तरी-पूर्वी मैदानी क्षेत्र जनपद: बहराइच, श्रावस्ती, बलरामपुर, गोण्डा, सिद्धार्थनगर, बस्ती, संतकबीरनगर, महराजगंज, गोरखपुर, कुशीनगर, देवरिया बुआई का समय : आ. अक्टूबरका द्वितीय पक्ष से नवम्बर का प्रथम पक्ष | असिंचित दशा: के.-8962, के.-9465, के.-9354, एच.डी.आर.-77 एच.यू डब्लू -533, एच.डी.-2888 बुआई का समय : ब. समय से बुआई (नवम्बर का प्रथम पक्ष से द्वितीय पक्ष तक) सिंचित दशा :  के.-907, एच.पी.-734, के.-9006, एन.डब्लू-4042, यू.पी.-2382, एच.पी.-76, एच.यू डब्लू-468,  एच.डी.-2733, एच.डी.2824, पी.बी.डब्लू-343, पी.वीडब्लू-443, यू.पी.-2338, के.-0307, पी.बी.डब्लू-502, सी.बी.डब्लू-38, राज 420, डी.बी.डब्लू-39, एन.डब्लू-5054, एच.डी.-2967",,,समय से बुवाई),155,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
39,"बुआई का समय : स. विलम्ब से बुआई (25 दिसम्बर तक) सिंचित दशा : डी.बी.डब्लू.-4, मालवीय-234, एच.पी.-633, एच.पी.-744, एन-डब्लू-04 एन.डब्लू-2036, एच.डी.-2643, यू.पी.-2425, कं-962, पी.बी.डब्लू-373, एन-डब्लू-076, एच.डब्लू-2045, के.-9423, के.-7903 पी.बी.डब्लू-524,, एच.आई.-563, एन.डब्लू-5054 ऊसरीली भूमि : के.आर.एल.--4, के.आर.एल.-49, राज-3077, लोक-, के.-8434, एन.डब्लू-076 सिंचित दशा एन.डब्लू-067, के.आर.एल.-20, एवं 23.",,,समय से बुवाई),46,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
40,## 8. पूर्व-मैदानी क्षेत्र जनपद :,,,,6,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,heading,,
41,"बाराबंकी, फैजाबाद, सुल्तानपुर, प्रतापगढ़, जौनपुर, अम्बेडकरनगर, आजमगढ़, संत रविदासनगर, वाराणसी, चन्दौली, गाजीपुर, मऊ, बलिया",,,8. पूर्व-मैदानी क्षेत्र जनपद :,14,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
42,"बुआई का समय, सिंचित एवं असिंचित दशा उत्तरी-पूर्वी मैदानी क्षेत्र केअनुसार",,,8. पूर्व-मैदानी क्षेत्र जनपद :,11,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
43,"9. विज्ध्यक्षेत्र जनपद : इलाहाबाद, मिर्जापुर, सोनभद्र",,,8. पूर्व-मैदानी क्षेत्र जनपद :,7,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
44,बुआई का समय : आ. नवम्बर का प्रथम पखवारा,,,8. पूर्व-मैदानी क्षेत्र जनपद :,9,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
45,"असिंचित दशा: के.-8962, के.-9465, के.-935, एच.यू डब्लू -533, एच.डी.-2888 बुआई का समय : ब. नवम्बर भर सिंचित दशा : यूपी.2338, डब्लू एच.-542, के.-9006, एच.पी.-73, एन.डब्लू-042, यूपी.-2382 के.-907, एच.यू डब्लू -468, पी.बी.डब्लू -343, के.-307 बुआई का समय : स. न|्म्बर के द्वितीय पक्ष से दिसम्बर का प्रथम पक्ष तक सिंचित दशा : यूपी.-2338, एच.पी.-73।, मालवीय-468, पी.बी.डब्लू-373, मालवीय-234, एच.डी.-2643, एच.पी",,,8. पूर्व-मैदानी क्षेत्र जनपद :,58,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
46,"एन.डब्लू-4044, यू.पी.-2425,, के.-9423, एन. डब्लू -2036, एन. डब्लू -076, एच.यू डब्लू -50, के-307 ऊसरीली भूमि के लिये : के.आर.एल-49,लोक-, एन. डब्लू-067, एन.डब्लू-076, के.आर. एल.-20, एवं 23",,,8. पूर्व-मैदानी क्षेत्र जनपद :,26,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
47,क्र.सं. प्रजाति नोटिफिकेशन उत्पादकता पकने की पौधे की रोगों से की तिथि कु./ हे. अवधि दिन ऊँचाई सेमी. अवरोधिता जुआ छठ. ्  /य्् छठ. .. 4८... 5... 65. .. कक ॒ ः असिंचित दशा : 4... मगहर (के.-8027) 34.07.89 30-35 440-445 405-440 कण्डुवा एवं झुलसा अवरोधी 2. इन्द्रा (के.-.8962) 04.04.96 25-35 90-440 440-420 3. गोमती (के.--9465) 45.05.98 28-35. 90-440 90-400 4... के.--9644 2000 35-40... 405-440 95-440 5... मंदाकिनी (के.--9354) 2004 30-35. 445-420 95-440 6. एच.डी.आर.-एए 45.05.90 25-35. 405-445 90-95 7... एच.डी.--2888 2005 30-35. 420-425. 400-440._ रतुआ अवरोधी 8... पूसा व्हीट 320 (एच.डी.3237)  2049 48.4 445,,,8. पूर्व-मैदानी क्षेत्र जनपद :,95,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
48,पीला एवं भूरा रस्ट अवरोधी एवं अच्छी चपाती क्वालटी,,,8. पूर्व-मैदानी क्षेत्र जनपद :,9,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
49,9. पूसा व्हीट 4642 (एच.डी.4642) 2048 37.6 425,,,8. पूर्व-मैदानी क्षेत्र जनपद :,8,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
50,पीला एवं भूरा रस्ट अवरोधी तथा ताप सहिष्णु। 40... के. 437 2048 30.7 425,,,8. पूर्व-मैदानी क्षेत्र जनपद :,14,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
51,भूरा रस्ट एवं लीफ ब्लाइटके प्रति अवरोधी तथा उच्च गुण वाली चपाती हेतु,,,8. पूर्व-मैदानी क्षेत्र जनपद :,13,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
52,44.. ए.ए.आई.डब्लू -40 2048 45-50. 420-425,,,8. पूर्व-मैदानी क्षेत्र जनपद :,6,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
53,"लीफ रस्ट, लीफ ब्लाइट एवं लाजिंग एवं सैटिरिंग के प्रति अवरोधी। उच्च तापमान सहिष्णु",,,8. पूर्व-मैदानी क्षेत्र जनपद :,14,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
54,42. डब्लू एच. 4442 2045 48.4 450-456 का पीला एवं भूरा रस्ट तथा सूखा एवं लाजिंगके प्रति सहिष्णु | 43. डली.बी.डब्लू 440 2045 39.0 440-434,,,8. पूर्व-मैदानी क्षेत्र जनपद :,25,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
55,भूरा एवं ब्लैक रस्ट तथा करनाल बन्ट अवरोधी,,,8. पूर्व-मैदानी क्षेत्र जनपद :,8,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
56,44... एन.डब्लू 4048 (नरेन्द्र गेहूँ 4048) 2044 48.3 423 कण सामान्य अवस्था में सभी रस्ट के लिए अवरोधी,,,8. पूर्व-मैदानी क्षेत्र जनपद :,18,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
