chunkId,content,heading,originalLanguageChunk,StartPage,EndPage,originalLanguageHeading,ContentWordCount,pdfName,contentType,image,summary
20,"UTTAR PRADESH _ THE LETTER-- (7 / N.F.S.M. / 04 / 2023-24 Copy of the said letter sent to the following for information and necessary action-Divisional Joint Director of Agriculture, all 48 divisions, U.P.Divisional Joint Director of Agriculture, all 48 divisions, U.P.Divisional Joint Director of Agriculture, all 48 divisions, U.P.","Directorate of Agriculture, Uttar Pradesh (NFSM Cell)",उत्तर प्रदेश _ द पत्रांक-- (७ /एन.एफ.एस.एम. / 04 /2023-24 तददिनांक प्रतिलिपि निम्नलिखित को सूचनार्थ एवं आवश्यक कार्यवाही हेतु प्रेषित- .,,,"क कृषि निदेशालय, उत्तर प्रदेश क (एन.एफ.एस.एम. प्रकोष्ठ)",48,input/md/hindi\SAP2023_24.pdf,para,,
21,"2. Samastha Project Director / Additional Director of Agriculture, Krishi Bhawan, Lucknow. 3. Nodal Officer - DBT Cell, Krishi Bhawan, Lucknow. 4. Joint Director of Agriculture (Engineering), Krishi Bhawan, Lucknow. 5. Director of Agriculture Statistics and Crop Insurance, UP) 0, Krishi Bhawan, Lucknow.Controller of Finance, Krishi Bhawan, Lucknow","Directorate of Agriculture, Uttar Pradesh (NFSM Cell)","2. समस्त परियोजना निदेशक/अपर कृषि निदेशक, कृषि भवन, लखनऊ | 3. नोडल अधिकारी-डी0बी0टी0 सेल, कृषि भवन, लखनऊ | 4. संयुक्त कृषि निदेशक (अभियंत्रण), कृषि भवन, लखनऊ | 5. निदेशक, कृषि सांख्यिकीय एवं फसल बीमा, उ0प्र)0, कृषि भवन, लखनऊ",,,"क कृषि निदेशालय, उत्तर प्रदेश क (एन.एफ.एस.एम. प्रकोष्ठ)",44,input/md/hindi\SAP2023_24.pdf,para,,
22,"7, Managing Director, U.P. Agro Industrial Corporation, Lucknow. 8. Managing Director, Uttar Pradesh Seed Development Corporation Ltd., Faizabad Road, Lucknow.9. Director, UP State Seed Certification Society, Alambagh, Lucknow. Regional Manager, National Seeds Corporation Ltd., Lucknow. _ The Director of Agriculture, The Uttar Pradesh Gazette -","Directorate of Agriculture, Uttar Pradesh (NFSM Cell)","7, प्रबन्ध निदेशक, यूपी.एग्रो इंडस्ट्रियल कॉरपोरेशन, लखनऊ | 8, प्रबन्ध निदेशक, उत्तर प्रदेश बीज विकास निगम लि0, फैज़ाबाद रोड़, लखनऊ",,,"क कृषि निदेशालय, उत्तर प्रदेश क (एन.एफ.एस.एम. प्रकोष्ठ)",48,input/md/hindi\SAP2023_24.pdf,para,,
23,| | 8 / NFSM / 04 / 2023-24,"Directorate of Agriculture, Uttar Pradesh (NFSM Cell)",| | 8 /एन.एफ.एस.एम. / 04 /2023-24,,,"क कृषि निदेशालय, उत्तर प्रदेश क (एन.एफ.एस.एम. प्रकोष्ठ)",5,input/md/hindi\SAP2023_24.pdf,table,,
24,"date numberThe copy is forwarded to the following for information / cognizance- Staff Officer, Chief Secretary, Government of Uttar Pradesh, Lok Bhawan, Lucknow. 2. Staff Officer - Commissioner of Agriculture Production, Government of Uttar Pradesh, Secretariat, Lucknow. 3. Private Secretary - Additional Chief Secretary (Agriculture), Government of Uttar Pradesh, Secretariat, Lucknow. 4. Joint Secretary (Crops), Department of Agriculture, Cooperation and Farmers Welfare, Government of India, New Delhi. 5. Vice-Chancellor, University of Agriculture and Technology, Meerut / Kanpur / Ayodhya / Banda. 6. Vice-Chancellor, Sam Higginbottom University of Agricultural Technology and Sciences, Prayagraj. 7. District Magistrate, all 75 districts, UP. 8. Additional Commissioner (Crops), Department of Agriculture, Cooperation and Farmers Welfare, New Delhi.","Directorate of Agriculture, Uttar Pradesh (NFSM Cell)",तददिनांक,,,"क कृषि निदेशालय, उत्तर प्रदेश क (एन.एफ.एस.एम. प्रकोष्ठ)",101,input/md/hindi\SAP2023_24.pdf,para,,
25,"9. Director, Directorate of Rice Development, 250A, Patliputra Colony, Patna-800043 (Bihar)Director, Directorate of Pulses Development, 6th Floor, Vindhyachal Bhawan, Bhopal-462004 (Madhya Pradesh). Director, Directorate of Wheat Development, CGO Complex-4, Ghaziabad-204002, UP.2.Director, Directorate of Millets Development, Government of India, Jaipur-302023 (Rajasthan). 3, Director, Directorate of Sugarcane Development, Government of India, Kendriya Bhawan, Aliganj, Lucknow.","Directorate of Agriculture, Uttar Pradesh (NFSM Cell)","9. निदेशक, चावल विकास निदेशालय, 250ए, पाटलीपुत्र कालोनी, पटना-800043 (बिहार)",,,"क कृषि निदेशालय, उत्तर प्रदेश क (एन.एफ.एस.एम. प्रकोष्ठ)",51,input/md/hindi\SAP2023_24.pdf,para,,
26,Var kickUttar PradeshUttar PradeshUttar PradeshUttar PradeshUttar PradeshUttar PradeshUttar PradeshUttar PradeshUttar PradeshUttar PradeshUttar PradeshUttar PradeshUttar PradeshUttar PradeshUttar PradeshUttar PradeshUttar PradeshUttar PradeshUttar Pradesh,"Directorate of Agriculture, Uttar Pradesh (NFSM Cell)",वर किक,,,"क कृषि निदेशालय, उत्तर प्रदेश क (एन.एफ.एस.एम. प्रकोष्ठ)",40,input/md/hindi\SAP2023_24.pdf,para,,
27,S. Subjects | Pages | Numbers | | - - - - - - - - - - - - - - - - - - - - - - - - - - | | Format | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |,"Directorate of Agriculture, Uttar Pradesh (NFSM Cell), List of Subjects","| क्र.स.   | विषय   | पृष्ठ    |  संख्या   |
|---------|-------|--------|--------|
| ता       |       |        |        |
| ता       |       |        |        |
| [न      |       |        |        |
| की       | सूचना   | का      | प्रारूप   |
| उत्पादकता  |       |        |        |
| की       | अनुमोदित | कार्ययोजना |        |",,,"क कृषि निदेशालय, उत्तर प्रदेश क (एन.एफ.एस.एम. प्रकोष्ठ),विषय सूची",16,input/md/hindi\SAP2023_24.pdf,table,,
28,"4.Preamble The National Food Security Mission Scheme was launched in the month of October with Rice, Wheat and Pulses component. The plan was modified and modified in the year 2044-75 to include four main components: rice, pulses, wheat, and coarse cereals (maize, sorghum, millet, and barley), as well as commercial crops (jute, cotton, and sugarcane). From the year 208-49, the course serials component of the scheme was revamped by the Government of India into course serials (maize and barley) and nutri serials (jowar, bajra, sanwa and kodo). Thus, a total of 5 main components were determined. Amethi and Deoria districts of the state were removed from the Rice and Wheat component of the National Food Security Mission with effect from the year 2020-24 by the Government of India vide No.9-4 / 2049-NA 7-85, dated 23.04.2020 and included under the BGREI scheme. Thus, the revised component wise break-up of districts covered under the scheme is as follows: - (0) Rice Component (24 Districts) Aligarh, Bareilly, Badaun, Moradabad, Rampur, Pratapgarh, Ghazipur, Jaunpur, Mirzapur, Azamgarh, Mau, Ballia, Gorakhpur, Sant Kabir Nagar, Unnao, Rae Bareli, Sitapur, Hardoi, Balrampur, Bahraich and Shravasti.","State Action Plan Year 2023-24 National Food Security Mission Scheme, Uttar Pradesh",4.,,,"राज्य कार्ययोजना वर्ष 2023-24 राष्ट्रीय खाद्य सुरक्षा मिशन योजना, उत्तर प्रदेश",182,input/md/hindi\SAP2023_24.pdf,para,,
29,"Pulses component (all 75 districts) (#) Wheat component (29 districts) Hathras, Prayagraj, Kaushambi, Pratapgarh, Jhansi, Lalitpur, Hamirpur, Mahoba, Banda, Chitrakoot, Varanasi, Chandauli, Ghazipur, Jaunpur, Mirzapur, Sonbhadra, Azamgarh, Mau, Ballia, Gorakhpur, Kushinagar, Basti, Sanatkabirnagar, Lucknow, Ayodhya, Gonda, Balrampur, Bahraich, Shravasti","State Action Plan Year 2023-24 National Food Security Mission Scheme, Uttar Pradesh","(0)  दलहन घटक (समस्त 75 जनपद) (#) गेहूँ घटक (29 जनपद) हाथरस, प्रयागराज, कौशाम्बी, प्रतापगढ़, झांसी, ललितपुर, हमीरपुर, महोबा, बांदा, चित्रकूट, वाराणसी, चन्दौली, गाजीपुर, जौनपुर, मिर्जापुर, सोनभद्र, आजमगढ़, मऊ, बलिया, गोरखपुर, कुशीनगर, बस्ती, सनतकबीरनगर, लखनऊ, अयोध्या, गोण्डा, बलरामपुर, बहराइच, श्रावस्ती",,,"राज्य कार्ययोजना वर्ष 2023-24 राष्ट्रीय खाद्य सुरक्षा मिशन योजना, उत्तर प्रदेश",40,input/md/hindi\SAP2023_24.pdf,para,,
30,"(5) Course Serials (Maize & Barley) (28 Districts) Mecca (43 Districts) Bahraich, Kannauj, Mainpuri, Jaunpur, Gonda, Bulandshahr, Hardoi, Kasganj, Farrukhabad, Ballia, Unnao, Etah, Lalitpur Barley (49 Districts) Bulandshahr, Lalitpur, Etah, Jalaun, Aligarh, Firozabad, Sonbhadra, Ghazipur, Jhansi, Mahoba, Kanpur Nagar, Agra, Kanpur Dehat, Prayagraj, Chitrakoot, Mathura,","State Action Plan Year 2023-24 National Food Security Mission Scheme, Uttar Pradesh","(५) कोर्स सीरियल्स (मक्का व जौ) (28 जनपद) मक्का (43 जनपद)- बहराइच, कन्नौज, मैनपुरी, जौनपुर, गोण्डा, बुलन्दशहर, हरदोई, कासगंज, फरूखाबाद, बलिया, उननाव, एटा, ललितपुर जौ (49 जनपद)- बुलन्दशहर, ललितपुर, एटा, जालौन, अलीगढ़, फिरोजाबाद, सोनभद्र, गाजीपुर, झांसी, महोबा, कानपुर नगर, आगरा, कानपुर देहात, प्रयागराज, चित्रकूट, मथुरा,",,,"राज्य कार्ययोजना वर्ष 2023-24 राष्ट्रीय खाद्य सुरक्षा मिशन योजना, उत्तर प्रदेश",45,input/md/hindi\SAP2023_24.pdf,para,,
31,"Mirzapur, Ballia and HamirpurNutri Serials (Jowar, Bajra, Sawan & Kodo-24 Districts) Jowar (05 Districts) Banda, Chitrakoot, Hamirpur, Kanpur Dehat & Kanpur Nagar) Bajra (9 Districts) Agra, Aligarh, Prayagraj, Auraiya, Badaun, Bulandshahr, Etah, Etawah, Firozabad, Ghazipur, Hathras, Jalaun, Kanpur Dehat, Kasganj, Mainpuri, Mathura, Mirzapur, Pratapgarh, Sambhal Sawan / Kodo (04 Districts) Sonbhadra","State Action Plan Year 2023-24 National Food Security Mission Scheme, Uttar Pradesh","मिर्जापुर, बलिया तथा हमीरपुर",,,"राज्य कार्ययोजना वर्ष 2023-24 राष्ट्रीय खाद्य सुरक्षा मिशन योजना, उत्तर प्रदेश",53,input/md/hindi\SAP2023_24.pdf,para,,
54,"Rice ranks first among 8 aspirational districts - Chitrakoot, Balrampur, Bahraich, Sonbhadra, Shravasti, Chandauli, Siddharthnagar and Fatehpur. Based on the year 2024-22 data, Uttar Pradesh ranks second in the country with an area of 57 lakh. It ranks second in production (52.70 million tonnes) and sixth in productivity (26.79 0 / ha0), lower than the average national productivity (28.09 0 / ha0). The total area under rice in the country is 463.8 million, production 430.0 million tonnes and productivity 28.09 million / ha. In the area under pulses, Rajasthan ranks first (644 million hectares) and Uttar Pradesh fifth (243 million hectares). It ranks 5th in terms of production and 3rd in terms of productivity in the country. Similarly, Uttar Pradesh ranks first in area and production of wheat with 9.42 million and 1.2 million metric tons respectively. The state ranks fourth in productivity (36.04 A0 / H0). Haryana (45.33 is 0 / 0) and Punjab (42.06 is 0 / 0) occupy the first and second positions, respectively. Uttar Pradesh ranks fourth in productivity among all ""Nutri Serials"" cereals. Rajasthan is at the top of the list, followed by Maharashtra.","State Action Plan Year 2023-24 National Food Security Mission Scheme, Uttar Pradesh","महत्वाकांक्षी (एसपाइरेशनल) 08 जनपद - चित्रकूट, बलरामपुर, बहराइच, सोनभद्र, श्रावस्ती, चन्दौली, सिद्धार्थनगर तथा फतेहपुर खाद्यानों में प्रथम स्थान चावल का आता है। वर्ष 2024-22 के आंकड़ों के आधार पर देश में उत्तर प्रदेश का क्षेत्राच्छादन 57 लाख है0 होने के साथ ही दूसरा स्थान है। उत्पादन में द्वितीय ((52.70 लाख टन) एवं उत्पादकता में छठवां स्थान (26.79 क॒०/ है0) है, जो किऔसत राष्ट्रीय उत्पादकता (28.09 कु०/ है) से कम है। देश में चावल का कुल क्षेत्रफल 463.8 लाख है0, उत्पादन 430.0 लाख टन एवं उत्पादकता 28.09 कु0/ है0 है। दलहनके क्षेत्रफल में राजस्थान पहले स्थान पर (64.4 लाख है0) तथा उत्त्तर प्रदेश पांचवें स्थान (24.3 लाख है0) पर है। उत्पादन की दृष्टि से 5वां स्थान एवं उत्पादकता की दृष्टि से देश में तीसरा स्थान है। इसी प्रकार गेहूँ का क्षेत्रफल एवं उत्पादन क्रमशः 94.2 लाख है0 तथा 339.5 लाख मैठटन के साथ उत्तर प्रदेश का प्रथम स्थान है। उत्पादकता में प्रदेश का चौथा स्थान (36.04 क0/है0) है। प्रथम स्थान हरियाणा (45.33 क०/है0) तथा द्वितीय स्थान पंजाब (42.06 कु0/ है0) का है। समस्त कोर्स» न्यूट्री सीरियल्स अनाज में उत्तर प्रदेश का उत्पादकता में चौथा स्थान है। प्रथम स्थान पर राजस्थान एवं द्वितीय स्थान पर महाराष्ट्र है। वर्ष 209-20 के अनुसार मक्काके क्षेत्रफल में उत्तर प्रदेश का पांचवा, उत्पादन में आठवां एवं उत्पादकता में भी आठवां स्थान है। प्रथम स्थान पर तमिलनाडु एवं द्वितीय स्थान पर आन्ध्रप्रदेश है। वर्ष 2022-22 के अनुसार बाजरा उत्पादकता में उत्तर प्रदेश का चौथा स्थान (24.56 कु.» है.) तथा प्रथम स्थान मध्यप्रदेश (25.33 क./ है.) का है। इसी प्रकार ज्वार उत्पादकता में उत्तर प्रदेश का तीसरा (45.78 कु./ है), आन्ध्र प्रदेश का प्रथम (34.66 क॒./ है.) एवं मध्यप्रदेश का द्वितीय (49.44 क्.",,,"राज्य कार्ययोजना वर्ष 2023-24 राष्ट्रीय खाद्य सुरक्षा मिशन योजना, उत्तर प्रदेश",189,input/md/hindi\SAP2023_24.pdf,para,,
