chunkId,content,heading,originalLanguageChunk,StartPage,EndPage,originalLanguageHeading,ContentWordCount,pdfName,contentType,image,summary
14,"|      |        |        |      | .      | .गेंहूँ   | त   |
|------|--------|--------|------|--------|-------|-----|
| 2.   | कठिया    | (डयूरम) | गेहूँ   | की      | खेती    | 7   |
| 3.   | जौ      | 9      |      |        |       |     |
| 4... | जई     | 25     |      |        |       |     |
| 5.   | तोरिया    | (लाही)   | 27   |        |       |     |
| 6.   | राई     | /सरसों   | 30   |        |       |     |
| 7.   | पीली     | सरसों    | 35   |        |       |     |
| 8.   | अलसी    | 38     |      |        |       |     |
| 9.   | कूसुम    | 4]     |      |        |       |     |
| ।0.  | रबी     | मक्का    | 42   |        |       |     |
| ।4.  | शिशु मक्का | (बेबी    | कॉर्न) | की      | खेती    | 45  |
| ।2.  | चना     | 47     |      |        |       |     |
| 3.   | मटर    | 52     |      |        |       |     |
| ।4.  | मसूर    | 56     |      |        |       |     |
| ।5.  | राजमा    | 60     |      |        |       |     |
| ।6.  | बरसीम   | 62     |      |        |       |     |
| ।7.  | रबी     | शाकभाजी   | एवं   | मसाला    | फसलों   | के   |
| ।8.  | बोरो     | धान     | की    | खेती     | 67    |     |
| ।9.  | आलू     | उत्पादन  | की    | तकनीकी   | 70    |     |
| 20.  | मशरूम   | की      | खेती   | 73     |       |     |
| 24.  | मौन     | पालन    | एक   | लाभदायक  | व्यवसाय | 76  |
| 22.  | सहफसली  | खेती     | 82   |        |       |     |
| 23.  | काँस,    | मोथा     | एवं   | गाजर    | घास    | का   |
| 24.  | संतुलित   | उर्वरक  | प्रयोग | में      | नीम    | लेपित |
| 25.  | एकीकृत   | पोषक    | तत्व  | प्रबन्धन | 88    |     |
|    |      |          |        |           |        |         | क्रमांक   | विषय   | पृष्ठ   |  संख्या   |
|----|------|----------|--------|-----------|--------|---------|--------|-------|-------|--------|
| 26 | कृषि   | उत्पादन    | में      | जैव        | उर्वरकों  | की       | महत्ता   | एवं    | उपयोग  | 89     |
| 27 | नादेव  | (नैडप)    | कम्पोस्ट  | 92        |        |         |        |       |       |        |
| 28 | जैविक  | कृषि       | में      | केचुआ       | खाद-वर्मी | कम्पोस्ट   | 94     |       |       |        |
| 29 | उपयोगी | कृषि       | यंत्र    | 97        |        |         |        |       |       |        |
| 30 | बौछारी  | (स्प्रिंकलर) | सिंचाई    | विधि        | 00     |         |        |       |       |        |
|  3 | रबी   | मौसम      | में      | ऊसर       | सुधार    | कार्यक्रम  | 02     |       |       |        |
| 32 | जैविक  | एजेन्ट     | एवं     | जैविक कीटनाशकों | के      | प्रयोग    | द्वारा    | कृषि    | रक्षा   | प्रबन्धन |
| 33 | एकीकृत | नाशीजीव     | प्रबन्धन | (इन्टीग्रेटेड  | पेस्ट    | मैनेजमेन्ट) | 09     |       |       |        |",विषय-सूची,"|      |        |        |      | .      | .गेंहूँ   | त   |
|------|--------|--------|------|--------|-------|-----|
| 2.   | कठिया    | (डयूरम) | गेहूँ   | की      | खेती    | 7   |
| 3.   | जौ      | 9      |      |        |       |     |
| 4... | जई     | 25     |      |        |       |     |
| 5.   | तोरिया    | (लाही)   | 27   |        |       |     |
| 6.   | राई     | /सरसों   | 30   |        |       |     |
| 7.   | पीली     | सरसों    | 35   |        |       |     |
| 8.   | अलसी    | 38     |      |        |       |     |
| 9.   | कूसुम    | 4]     |      |        |       |     |
| ।0.  | रबी     | मक्का    | 42   |        |       |     |
| ।4.  | शिशु मक्का | (बेबी    | कॉर्न) | की      | खेती    | 45  |
| ।2.  | चना     | 47     |      |        |       |     |
| 3.   | मटर    | 52     |      |        |       |     |
| ।4.  | मसूर    | 56     |      |        |       |     |
| ।5.  | राजमा    | 60     |      |        |       |     |
| ।6.  | बरसीम   | 62     |      |        |       |     |
| ।7.  | रबी     | शाकभाजी   | एवं   | मसाला    | फसलों   | के   |
| ।8.  | बोरो     | धान     | की    | खेती     | 67    |     |
| ।9.  | आलू     | उत्पादन  | की    | तकनीकी   | 70    |     |
| 20.  | मशरूम   | की      | खेती   | 73     |       |     |
| 24.  | मौन     | पालन    | एक   | लाभदायक  | व्यवसाय | 76  |
| 22.  | सहफसली  | खेती     | 82   |        |       |     |
| 23.  | काँस,    | मोथा     | एवं   | गाजर    | घास    | का   |
| 24.  | संतुलित   | उर्वरक  | प्रयोग | में      | नीम    | लेपित |
| 25.  | एकीकृत   | पोषक    | तत्व  | प्रबन्धन | 88    |     |
|    |      |          |        |           |        |         | क्रमांक   | विषय   | पृष्ठ   |  संख्या   |
|----|------|----------|--------|-----------|--------|---------|--------|-------|-------|--------|
| 26 | कृषि   | उत्पादन    | में      | जैव        | उर्वरकों  | की       | महत्ता   | एवं    | उपयोग  | 89     |
| 27 | नादेव  | (नैडप)    | कम्पोस्ट  | 92        |        |         |        |       |       |        |
| 28 | जैविक  | कृषि       | में      | केचुआ       | खाद-वर्मी | कम्पोस्ट   | 94     |       |       |        |
| 29 | उपयोगी | कृषि       | यंत्र    | 97        |        |         |        |       |       |        |
| 30 | बौछारी  | (स्प्रिंकलर) | सिंचाई    | विधि        | 00     |         |        |       |       |        |
|  3 | रबी   | मौसम      | में      | ऊसर       | सुधार    | कार्यक्रम  | 02     |       |       |        |
| 32 | जैविक  | एजेन्ट     | एवं     | जैविक कीटनाशकों | के      | प्रयोग    | द्वारा    | कृषि    | रक्षा   | प्रबन्धन |
| 33 | एकीकृत | नाशीजीव     | प्रबन्धन | (इन्टीग्रेटेड  | पेस्ट    | मैनेजमेन्ट) | 09     |       |       |        |",,,विषय-सूची,185,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,table,,
15,"34. Name and Price of Crop Protection Chemicals available at Departmental Agriculture Protection Units 45 35. List of Prohibited Chemicals 448 36. List of Prohibited Pesticides 42 37. Percentage of Major Chemical Fertilizers and their Ingredients and their Coefficients 23 38. Statistics of Rabi Crops 24 39. Identification of spurious and adulterated fertilizers by farmer brothers 426 40. Brief description of functions of Kisan Call Centre. 27 4. Name of seed producing companies. 29 42. For the convenience of farmer brothers, important telephone number 43 /",Table of Contents,34. विभागीय कृषि रक्षा इकाइयों पर उपलब्ध फसल सुरक्षा रसायनों का नाम व मूल्य 45 35. प्रतिबन्धित रसायनों की सूची 448 36. प्रतिबन्धित कीटनाशकों की सूची 42 37. प्रमुख रसायनिक उर्वरक एवं उनमें पाये जाने वाले तत्वो का प्रतिशत तथा उनके गुणांक 23 38. रबी फसलों के आंकड़ें 24 39. किसान भाइयों द्वारा नकली एवं मिलावटी उर्वरकों की पहचान विधि 426 40. किसान काल सेन्टर के कार्यो का संक्षिप्त विवरण ।27 4. बीज उत्पादक कम्पनियों के नाम ।29 42. किसान भाइयों की सुविधा हेतु महत्वपूर्ण दूरभाष नम्बर 43/,,,विषय-सूची,88,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
16,"Bhawar and Terai region districts: Saharanpur, Muzaffarnagar, Bijnor, Moradabad, Rampur, Bareilly, Shahjahanpur, Pilibhit, Lakhimpur Kheri, Bahraich and northern part of Shravasti.Time of sowing: +: 2nd fortnight of OctoberUnirrigated stage: HUW-533, K-8027K-935HD-2888 Time of sowing: 1st fortnight of November (for fallow land) Unirrigated stage: K-8027, K-8962, K-9465, K-9357Irrigated stage: UP-2338, W. H-542, PBW. 343, UP-2382, HD-2687, K-907, PBW-590, K-9006, DBW-7, PBW-550, K-307 (Centenary) Sowing Time: Late Sowing to 25th December",Recommended wheat varieties by wheat climatic zone:,".. भावर एवं तराई क्षेत्र जनपद: सहारनपुर, मुजफ्फर नगर, बिजनौर, मुरादाबाद, रामपुर, बरेली, शाहजहाँपुर, पीलीभीत, लखीमपुर खीरी, बहराइच एवं श्रावस्ती का उत्तरी भाग",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,87,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
18,"Flood Situation: Raj-3765, PBW-373, K-962, UP-2425, NW-076, Naina (K. 9533), DBW-4, DBW-6, K-9423, PBW-590, 2. Western plains districts: Saharanpur, Muzaffarnagar, Meerut, Baghpat, Ghaziabad, Gautam Budh Nagar, Bulandshahr.Time of sowing: 2nd fortnight of October to 1st fortnight of November Unirrigated stage: K-8027 (Maghar), HUWS-533 Time of sowing: 2nd fortnight of November. Unirrigated stage: PBW-75, K-8027, K-8962, K-9465, K-935, W, H-47 Irrigated stage: UP-2338, WH. 542, PBW-343, UP-2382, HD-2687, K-907, PBW-502, K-9006, DBW-7, PBW-550, K-307 (Centenary), HD-2967 Time of sowing: From late Sowing till 25th December",Recommended wheat varieties by wheat climatic zone:,"सिचित दशा : राज-3765, पी.बी.डब्लू -373, के.-962, यू.पी.-2425 एन.डब्लू-076, नैना (के.-9533), डी.बी.डब्लू-4 डी.बी.डब्लू-6, के.-9423, पी.बी.डब्लू -590, 2. पश्चिमी मैदानी क्षेत्र जनपद : सहारनपुर, मुजफ्फरनगर, मेरठ, बागपत, गाजियाबाद, गौतमबुद्धनगर, बुलन्दशहर",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,102,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
20,"Irrigated Conditions: Raj-3765, UP-2338, PBW-373, K-8020, UP-2425, NW-076, K-9423, K-7903, Naina (K-9533), DBW. 3. Central Western Plains Districts: Bijnor, Jyotiba Phule Nagar, Moradabad, Rampur, Bareilly, Badaun, PilibhitTime of sowing - uncultivated stage, irrigated stage - according to western plain region.Time of sowing - uncultivated stage, irrigated stage - according to western plain region.",Recommended wheat varieties by wheat climatic zone:,"सिंचित दशा : राज-3765, यू.पी.-2338, पी.बी.डब्लू-373, के.-8020, यू.पी.-2425,  एन.डब्लू-076,  के-9423, के.-7903, नैना (के-9533), डी.बी.डब्लू .-6 3. मध्य पश्चिमी मैदानी क्षेत्र जनपद: बिजनौर, ज्योतिबाफूलेनगर, मुरादाबाद, रामपुर, बरेली, बदायूँ, पीलीभीत",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,46,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
22,"4. South-Western Semi-Arid Zone Districts: Aligarh, Hathras, Mathura, Agra, Firozabad, Mainpuri, Etah. Sowing Time: 2nd fortnight of October. Uncultivated stage: K-8027 HUW-533, K-9357 Sowing Time: 1st fortnight of November.Unirrigated stage: K-8027, K-8962, K-9465, K-9354, K-9644 Time of sowing: From sowing till 25th November.",Recommended wheat varieties by wheat climatic zone:,"4... दक्षिणी-पश्चिमी अर्धशुष्क क्षेत्र जनपद: अलीगढ़, हाथरस, मथुरा, आगरा, फिरोजाबाद, मैनपुरी, एटा | बुआई का समय : आ. अक्टूबरका द्वितीय पक्ष | असिंचितदशा: के.-8027 एच.यू डब्लू-533, के.-9357 बुआई का समय : ब. नवम्बर का प्रथम पक्ष",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,54,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
24,"Irrigated Conditions: PBW-343, UP-2338, K-9006, K-907, K-307, HD- 2687.यू. P-2382, PDW-233, PDW-25, WH-896, HI-838. PBW-502 Time of sowing: Dr. Delay in sowing till 25th DecemberMalviya-234, U.P.-2338, Raj-3077, Raj-3765, PBW-373, U.P.-2425, K-962, K-7903, K-9533, NW-076, DBW-6 for Oosar region. : KR, L.",Recommended wheat varieties by wheat climatic zone:,"सिंचित दशा : पी.बी.डब्लू-343, यू.पी.-2338, के.-9006, के.-907, के.-307, एच.डी.-2687.यू.पी.-2382, पी.डी.डब्लू-233, पी.डी.डब्लू -25, डब्लू एच.-896, एच.आई.-838॥, पी.बी.डब्लू -502 बुआई का समय : दा. विलम्ब से बुआई 25 दिसम्बर तक",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,45,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
26,"Central plains districts: Shahjahanpur, Farrukhabad, Kannauj, Etawah, Auraiya, Kanpur Nagar, Kanpur Dehat, Fatehpur, Kaushambi, Allahabad, Lucknow, Unnao, Rae Bareli, Sitapur, Kheri, HardoiTime of sowing: r. Second fortnight of October to first fortnight of November. Unirrigated stage: K-8962, K-9465, Malviya-533, K-935, HD-2888 Time of sowing: b. First week of November to 25th November.",Recommended wheat varieties by wheat climatic zone:,"5. मध्य मैदानी क्षेत्र जनपद: शाहजहॉपुर, फर्रूखाबाद, कन्नौज, इटावा, औरैया, कानपुर नगर, कानपुर देहात, फतेहपुर, कौशाम्बी, इलाहाबाद, लखनऊ, उननाव, रायबरेली, सीतापुर, खीरी, हरदोई",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,57,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
28,"Irrigated Conditions: PBW-343, UP-2338, WH. 542, K-907, K-9006 (Timed) HP-473, NW-042, UP-2382, HUW-468, PBW-443, HD 2733, HD 2888, K-307 (Centenary) Sowing Time: Late Sowing to 25th DecemberIrrigated Conditions: Malviya-234, K-7903, UP 2338, K-962, K-9533, HD-2643, HP-744, NW-404, UP-2425, NW-2036, D.B.W. -4 PBW-524 NW-076, HUW",Recommended wheat varieties by wheat climatic zone:,"सिंचित दशा : पी.बी.डब्लू -343, यू.पी.-2338, डब्लूएच.-542, के.-907, के.-9006 (समय से) एच.पी-473, एन.डब्लू-042, यू.पी.-2382, एच.यू.डब्लू -468, पी.बी.डब्लू -443, एच.डी. 2733, एच.डी. 2888, के.-307 (शताब्दी) बुआई का समय : स. विलम्ब से बुआई 25 दिसम्बर तक",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,55,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
30,"For Khadar land: Dh. Second part of November K-8962, K-9465, HDR-77, K-9357 for Oosar area. : KR, L4-4, KRL-9, KRL-8434 (irrigated stage and NW-067, KRL-20 and KRL-23)Irrigated Conditions: Malviya-234, K-7903, UP 2338, K-962, K-9533, HD-2643, HP-744, NW-404, UP-2425, NW-2036, D.B.W. -4 PBW-524 NW-076, HUW",Recommended wheat varieties by wheat climatic zone:,"खादर भूमि के लिये: दं. नवम्बर का द्वितीय पक्ष के.-8962, के.-9465, एच.डी.आर.-77, के.-9357 ऊसर क्षेत्र हेतु. :. के.आर,एल. 4-4, के.आर.एल.-9, के.-8434 (सिंचित दशा व एन.डब्लू-067, के.आर.एल.-20 एवं के.आर.एल.-23",,,. गेहूँ जलवायुविक क्षेत्रवार गेहूँकी संस्तुत प्रजातियाँ :,48,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
31,"6. Bundelkhand Region Districts: Jhansi, Jalaun, Hamirpur, Mahoba, Lalitpur, Banda, ChitrakootTime of sowing: 2nd fortnight of October. Unirrigated stage: C-306, Sujata K-8962, K-9465, K-935, HW-2004, Arnage (9-30 -), Lok-HD-2888. Time of sowing: B. Timely sowing (November to November 25) Irrigated stage: DL-4555, HI-838, HI-8498, K-907, UP-2338, WH-47, GW-273, GW-322, P.B. Delayed sowing (till 25th December) HI-784, Malviya-234, HP-633, DL- 788-2, UP-2425, K-962, K-9533, GW-73, K-7903, K-9423, HUW-540 7. North-Eastern Plain Zone Districts: Bahraich, Shravasti, Balrampur, Gonda, Siddharthnagar, Basti, Sant Kabirnagar, Maharajganj, Gorakhpur, Kushinagar, Deoria Sowing Time: 2nd fortnight of October to 1st fortnight of November. Irrigated stage: K-8962, K-9465, K-9354, HDR-77, HUW-533, HD-288888 Sowing Time: b. Timely sowing (1st to 2nd fortnight of November) Irrigated stage: K-907, HP-734, K-9006, NW-4042",timely sowing),"6. बुन्देलखण्ड क्षेत्र जनपद: झांसी, जालौन, हमीरपुर, महोबा, ललितपुर, बांदा, चित्रकूट",,,समय से बुवाई),166,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
33,"Time of sowing: Late sowing (upto 25th December) Irrigated stage: DBW-4, Malviya-234, HP-633, HP-744, NW-04, NW-2036, HD-2643, UP-2425, Co-962, PBW-373, NW-076, HW-2045, K-9423, K-7903, PBW-524, HI-563, NW-5054",timely sowing),"बुआई का समय : स. विलम्ब से बुआई (25 दिसम्बर तक) सिंचित दशा : डी.बी.डब्लू.-4, मालवीय-234, एच.पी.-633, एच.पी.-744, एन-डब्लू-04 एन.डब्लू-2036, एच.डी.-2643, यू.पी.-2425, कं-962, पी.बी.डब्लू-373, एन-डब्लू-076, एच.डब्लू-2045, के.-9423, के.-7903 पी.बी.डब्लू-524,, एच.आई.-563, एन.डब्लू-5054 ऊसरीली भूमि : के.आर.एल.--4, के.आर.एल.-49, राज-3077, लोक-, के.-8434, एन.डब्लू-076 सिंचित दशा एन.डब्लू-067, के.आर.एल.-20, एवं 23.",,,समय से बुवाई),46,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
34,"Barabanki, Faizabad, Sultanpur, Pratapgarh, Jaunpur, Ambedkar Nagar, Azamgarh, Sant Ravidas Nagar, Varanasi, Chandauli, Ghazipur, Mau, BalliaSowing Time, Irrigated and Unirrigated Conditions as per North-Eastern Plain RegionSowing Time, Irrigated and Unirrigated Conditions as per North-Eastern Plain RegionSowing Time, Irrigated and Unirrigated Conditions as per North-Eastern Plain Region",8. Eastern Plains Districts:,"बाराबंकी, फैजाबाद, सुल्तानपुर, प्रतापगढ़, जौनपुर, अम्बेडकरनगर, आजमगढ़, संत रविदासनगर, वाराणसी, चन्दौली, गाजीपुर, मऊ, बलिया",,,8. पूर्व-मैदानी क्षेत्र जनपद :,47,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
36,"9. Vidyashhetra Districts: Allahabad, Mirzapur, SonbhadraTime of sowing: 1st fortnight of NovemberTime of sowing: 1st fortnight of NovemberTime of sowing: 1st fortnight of NovemberTime of sowing: 1st fortnight of November",8. Eastern Plains Districts:,"9. विज्ध्यक्षेत्र जनपद : इलाहाबाद, मिर्जापुर, सोनभद्र",,,8. पूर्व-मैदानी क्षेत्र जनपद :,43,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
