chunkId,content,heading,originalLanguageChunk,StartPage,EndPage,originalLanguageHeading,ContentWordCount,pdfName,contentType,image,summary
11,Increasing temperature due to environmental change and,Surya Pratap Shahi Minister,| पर्यावरण परिवर्तन के कारण बढ़ते तापमान एवं,,,सूर्य प्रताप शाही मंत्री,7,input/md/hindi\ManjushaBookPart_I.pdf,table,,
12,"By including millets in agriculture in view of untimely and abnormal rains, while on the one hand reducing the cost of production, on the other hand making agriculture profitable.This is possible only if the diffusionThis is possible only if the diffusion",Surya Pratap Shahi Minister,"असमय व असामान्य वर्षा के दृष्टिगत श्री अन्न (मिलेट्स) को कृषि में सम्मिलित कर, जहाँ एक ओर उत्पादन लागत कम कर पायेंगे वहीं दूसरी ओर कृषि को लाभप्रद बना पायेंगे",,,सूर्य प्रताप शाही मंत्री,44,input/md/hindi\ManjushaBookPart_I.pdf,para,,
13,"Promote millets through mediums such as Kisan Melas, Interactions with farmers, Farmers Seminars, Farmers Training, Farmers Useful Ideas, Improved Farming Techniques and International Year of Millets 2023 and disseminate information regarding nutrition of these food grains. In this connection, a new edition of Krishi Gyan Manjusha is being published by the Department of Agriculture, which is a matter of joy. The new edition of this book covers the importance of Geographical Indications in agriculture along with agricultural crops, Protection of Plant Varieties and Farmers' Rights Act 2004, biofortified varieties developed to get rid of malnutrition, millets, animal husbandry, horticulture, vegetable production, value addition, Farmer Producer Organizations and other innovative agricultural subjects which will be helpful in enhancing the knowledge of the officers and field staff of the Agriculture Department.",Surya Pratap Shahi Minister,"माध्यम जैसे- किसान मेला, किसानों से संवाद, किसान गोष्ठी, कृषक प्रशिक्षण, कृषक उपयोगी सहित्यों के माध्यम सेउनतक उननत कृषि तकनीक एवं अन्तर्राष्ट्रीय मिलेट्स वर्ष 2023 द्वारा श्री अन्न (मिलेट्स) को बढ़ावा देने तथा इन खाद्यान्न के पोषण संबन्धित जानकारी पहुँचायें। इसी कड़ी में कृषि विभाग द्वारा ""कृषि ज्ञान मंजूषा"" के नवीन संस्करण का प्रकाशन किया जा रहा है जो हर्ष का विषय है| इस पुस्तक के नवीन संस्करण में कृषि फसलों के साथ भौगोलिक संकेतों का कृषि में महत्व, पौधों की किस्मों और किसानों के अधिकारों का संरक्षण अधिनियम 2004, कुपोषण से निजात पाने के लिए विकसित जैव संवर्धित (बायोफोर्टिफाइड) किसमें, श्री अन्न (मिलेट्स), पशुपालन, उद्यान, सब्जी उत्पादन, मूल्य संवर्धन, कृषक उत्पादन संगठन एवं अन्य नवोन्मेषी कृषि विषयों को सम्मिलित किया गया है जो कृषि विभाग के अधिकारियों एवं क्षेत्रीय कर्मचारियों के ज्ञान वर्धन में सहायक होगी",,,सूर्य प्रताप शाही मंत्री,137,input/md/hindi\ManjushaBookPart_I.pdf,para,,
14,"The role of Shri Rajendra Kumar Singh, Joint Director of Agriculture (Bureau) was commendable in selecting and preparing the content and providing leadership to the syllabus of part-4 and part-2 of Krishi Gyan Manjusha and the efforts of Dr.Jitendra Kumar Tomar, Managing Director, UP Seed Development Corporation in finalizing both the versions are particularly noteworthy.",Surya Pratap Shahi Minister,"कृषि ज्ञान मंजूषा केभाग-4 व भाग-2 के पाठ्यक्रम का चयन एवं उनकी सामग्री तैयार करने में एवं नेतृत्व प्रदान करने में श्री राजेन्द्र कुमार सिंह, संयुक्त कृषि निदेशक (ब्यूरो) की भूमिका सराहनीय रही एवं दोनों संस्करण को अन्तिम रूप देने में डॉ0 जितेन्द्र कुमार तोमर, प्रबन्ध निदेशक, उ0प्र0 बीज विकास निगम का प्रयास विशेष रूप से उल्लेखनीय है",,,सूर्य प्रताप शाही मंत्री,58,input/md/hindi\ManjushaBookPart_I.pdf,para,,
15,"With the belief that this book will prove to be a powerful medium for the farmer brothers, agricultural extension workers, agricultural graduates and candidates preparing for competitive examinations of our state, our farmer brothers will be able to increase their income by becoming not only producers but also entrepreneurs.",Surya Pratap Shahi Minister,"में इस विश्वास के साथ, कि यह पुस्तक हमारे प्रदेश के किसान भाइयों, कृषि प्रसार कार्यकर्ताओं, कृषि स्नातकों एवं प्रतियोगी परीक्षाओं की तैयारी करने वाले अभ्यर्थियों केलिए एक सशक्त माध्यम सिद्ध होगी, जिससे हमारे किसान भाई उत्पादक ही नहीं अपितु उद्यमी बनकर अपनी आय में वृद्धि कर सकेंगे",,,सूर्य प्रताप शाही मंत्री,48,input/md/hindi\ManjushaBookPart_I.pdf,para,,
16,"IASAdditional Chief Secretary, Agriculture Uttar Pradesh Sha Krishi Bhawan (0 Madan Mohan Malviya Marg, THSHI: 288 H Lucknow 4 Office: 0522 - 2205868-69 56: Fax. Email: 0522-2206582.Additional Chief Secretary, Agriculture Uttar Pradesh Sha Krishi Bhawan (0 Madan Mohan Malviya Marg, THSHI: 288 H Lucknow 4 Office: 0522 - 2205868-69 56: Fax. Email: 0522-2206582.",Surya Pratap Shahi Minister,आई.ए.एस.,,,सूर्य प्रताप शाही मंत्री,61,input/md/hindi\ManjushaBookPart_I.pdf,para,,
17,"Research in the field of agriculture, techniques are being developed by the research institute, at present in view of climate change, advanced techniques of millets production are being adopted through various means to reach the farmers.: 0 | 90 (g &) | #0. Vivek Kamar Singh Patra: Director of Agriculture, Uttar Pradesh Dated: 20 / 06 / 2023 PatraKathan Indian agriculture is moving towards sustainable development, providing both food and employment to the villagers. It is a matter of great satisfaction that the Joint Director of Agriculture (Bureau), Shri Rajendra Kumar Singh has made a special contribution in formulating the new edition of ""Krishi Gyan Manjusha"" with the objective of making agricultural technical knowledge accessible to all the farmers, agricultural graduates and students preparing for the competitive examination of the agricultural service cadre of the state by compiling the latest developed agricultural techniques as well as subjects like cultivation of millets etc., in which all the subjects based on the field system have been included in Part-4 and Part-2.",Surya Pratap Shahi Minister,"कृषि क्षेत्र मेंलगातार अनुसंधान कर, तकनीकों को शोध संस्थान द्वारा विकसित किया जा रहा है, वर्तमान में जलवायु परिवर्तन के दृष्टिगत श्री अन्न (मिलेट्स) उत्पादन की उननत तकनीक जिसे कृषकों तक पहुँचाने हेतु विभिनन माध्यम अपनाये जा रहे हैं",,,सूर्य प्रताप शाही मंत्री,166,input/md/hindi\ManjushaBookPart_I.pdf,para,,
18,Farmer training is straightforward in all these disciplines.,Surya Pratap Shahi Minister,| कृषक प्रशिक्षण इन सभी विधाओं में सीधा,,,सूर्य प्रताप शाही मंत्री,7,input/md/hindi\ManjushaBookPart_I.pdf,table,,
19,"Communication is a powerful tool. Technical literature occupies an important place in any training.The |आशा is that all farmers, agricultural graduates, and those involved in agricultural work and agricultural productionThe |आशा is that all farmers, agricultural graduates, and those involved in agricultural work and agricultural production",Surya Pratap Shahi Minister,संवाद स्थापित करने का एक सशक्त माध्यम है। किसी भी प्रशिक्षण में तकनीकी साहित्य का एक महत्वपूर्ण स्थान है,,,सूर्य प्रताप शाही मंत्री,49,input/md/hindi\ManjushaBookPart_I.pdf,para,,
20,"All individuals / institutions will be benefited.All those associated with it in preparing ""Krishi Gyan Manjusha.""All those associated with it in preparing ""Krishi Gyan Manjusha.""All those associated with it in preparing ""Krishi Gyan Manjusha.""All those associated with it in preparing ""Krishi Gyan Manjusha.""",Surya Pratap Shahi Minister,हुए सभी व्यक्ति/ संस्थाएं लाभान्वित होंगे,,,सूर्य प्रताप शाही मंत्री,46,input/md/hindi\ManjushaBookPart_I.pdf,para,,
21,The efforts of the technical and non-technical personnel are commendableI not only hope but strongly believe that this book will play an important role in enhancing the knowledge of farmer brothers / agricultural institutions / farmers' organizations / students of agricultural science.I not only hope but strongly believe that this book will play an important role in enhancing the knowledge of farmer brothers / agricultural institutions / farmers' organizations / students of agricultural science.,Surya Pratap Shahi Minister,तकनीकी एवं गैर तकनीकी कार्मिकों का प्रयास सराहनीय है,,,सूर्य प्रताप शाही मंत्री,65,input/md/hindi\ManjushaBookPart_I.pdf,para,,
22,"Director of Agriculture, Uttar Pradesh.Western plains region is 3. Central western plains region is 4. South western semi-arid plains region is 7. Central plains region is 6. Bundelkhand region is 7. North-eastern plains is 7. Eastern plains is 7. The mechanism of agro-ecological analysis in rice of Vindhya region is ""Huckup."" . "" /,",Surya Pratap Shahi Minister,"कृषि निदेशक, उत्तर प्रदेश ।",,,सूर्य प्रताप शाही मंत्री,53,input/md/hindi\ManjushaBookPart_I.pdf,para,,
23,"Nabus Cash of Baheti, Kak Off of: Kak of 2That's 9. 4 bucks 6That's 9. 4 bucks 6That's 9. 4 bucks 6That's 9. 4 bucks 6That's 9. 4 bucks 6That's 9. 4 bucks 6That's 9. 4 bucks 6That's 9. 4 bucks 6",Surya Pratap Shahi Minister,"बहती के कक नबस नकद, का कक आफ: कक २ की",,,सूर्य प्रताप शाही मंत्री,43,input/md/hindi\ManjushaBookPart_I.pdf,para,,
24,Round spider Dwarf spider Four-jawed spider Halibug caught................... | | 5 | | + 2 | | 0 | | 0 | | forward | | n | | ton.................... | | 5 | | + 2 | | 0 | | 0 | | forward | | n | | ton.,Surya Pratap Shahi Minister,गोल मकड़ी बौनी मकड़ी चार जबड़े वाली मकड़ी हली बग पकड़ी,,,सूर्य प्रताप शाही मंत्री,49,input/md/hindi\ManjushaBookPart_I.pdf,para,,
25,"It should be the duty of every farmer to identify the symptoms of nutrient deficiency and treat them properly for profitable crop production. Scientists have suggested ways to identify the symptoms of deficiency that appear in the leaves / stems and flowers of crops. The symptoms of their deficiency can be detected by looking at crops based on them. Nutrient deficiencies are often traced to color changes in the leaves of plants. Symptoms of essential nutrient deficiency are as follows: Boron. The leaves near the calcium-enhancing section are primary, the leaves being the first to be affected are yellow. The buds are present and emerge late. The buds are damaged like top white or light brown dead tissue. Maca is visible. The nails are glued. Dhya.",Signs of nutrient deficiencies in crops,"लाभदायक फसल उत्पादन के लिए पोषक तत्वों की कमी के लक्षणों कोपहचान कर, उनका सही उपचार करना प्रत्येक कृषक का कर्तव्य होना चाहिए| वैज्ञानिकों द्वारा कमी के लक्षणों कोजो फसलों की पत्तियों/तनों एवं पुष्प में दिखाई देते हैं, कीपहचान के तरीके बताये गये हैं। उनके आधार पर फसलों को देखकर उनकी कमी के लक्षणों की जानकारी की जा सकती है। पोषक तत्वों की कमी प्राय: पौधों की पत्तियों में रंग परिवर्तन से ज्ञात होता है। आवश्यक पोषक तत्वों की कमी के लक्षण निम्नवत् हैं : बोरान । केल्शियम वर्धनशील खण्ड के पास की पत्तियों हूं प्राथमिक पत्तियां पहले प्रभावित होती का रंग पीला हो जाता है। कलियां है| हैं तथा देर से निकलती हैं। शीर्ष सफेद या हल्के भूरे मृत ऊतक की तरह कलियां खराब हो जाती हैं। मक्के की दिखाई देती है। न्क नोकें चिपक जाती हैं। ध्य ।",,,फसलों में पोषक तत्वों कीकमी के लक्षण,140,input/md/hindi\ManjushaBookPart_I.pdf,para,,
26,!,Signs of nutrient deficiencies in crops,|!,,,फसलों में पोषक तत्वों कीकमी के लक्षण,1,input/md/hindi\ManjushaBookPart_I.pdf,table,,
27,"The bomb is us.The sulphur (sulphur) cabo (iron) leaves, including the veins, turn from dark green to yellow on the upper part of the stem in the new leaves and later the first greenish symptoms become white. New ones appear first. Leaves are affected except for the veins. The leaves turn yellow together. A brown spot or signs of dead tissue when the deficiency occurs is called shanganese deficiency.",Signs of nutrient deficiencies in crops,बम ँ हि हम ँ वि .,,,फसलों में पोषक तत्वों कीकमी के लक्षण,79,input/md/hindi\ManjushaBookPart_I.pdf,para,,
28,The colour of the leaves is yellowish-grey or reddish-grey and the veins are green. | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | 5 | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | The green leaves remain in their normal shape. There is a growth in bunches. There are no grains. | | |,Signs of nutrient deficiencies in crops,"| हे      |  आह   |  095   |  तर    | प्रकट   | |   | मेंगनीज   |
|--------|-------|--------|--------|--------|-----|--------|
| नह     |       |        |        |        |     |        |
| पत्तियों   | का     | रंग     | पीला-धूसर | या      | ्ज्डु  | ;'     |
| लाल-धूसर | हो     | जाता     | है      | तथा     | शिराएं | छ      |
| हरी     | होती    | हैं।     | पत्तियों   | का      |     |        |
| किनारा    | और    | 5.     | गाना     | (कॉपर)  | «   |        |
| शिराओं    | का     | मध्य    | खण्ड    | 5      | जि   | थे)     |
| शिराओं    | का     | मध्य    | खण्ड    | हरितिमाहीन | हो   | रे      |
| जाता     | पत्तियां  | है      | की      | हो      | जाती  | है      |
| जाता     | है।    | हरितिमाहीन | पत्तियां   | अपने    | है   | फसलों    |
| सामान्य   | आकार   | में      | रहती    | हैं।     | लगती | 3॥     |
| ४      | था     | गुच्छों    | में      | वृद्धि    | होती  | है      |
| दाने     | नहीं    | होते     | हैं।     |        |     |        |",,,फसलों में पोषक तत्वों कीकमी के लक्षण,79,input/md/hindi\ManjushaBookPart_I.pdf,table,,
29,"Molybdenum usually leaves veins, new leaves dry out, light to medium greenish symptoms appear, and middle veins turn green.Give and the colour of the leaves is not like that of a copper plate.",Signs of nutrient deficiencies in crops,"मॉलिब्डेनम सामान्य तौर पर पत्तियों के शिराओं नई पत्तियां सूख जाती हैं, हल्के के मध्य हरितिमाहीन के लक्षण दिखाई री आ हरे रंग की हो जाती हैं मध्य शिराओं",,,फसलों में पोषक तत्वों कीकमी के लक्षण,47,input/md/hindi\ManjushaBookPart_I.pdf,para,,
30,Nitrogen,Signs of nutrient deficiencies in crops,| नाइट्रोजन,,,फसलों में पोषक तत्वों कीकमी के लक्षण,1,input/md/hindi\ManjushaBookPart_I.pdf,table,,
31,It becomes like. Old leaves do not turn green due to improper use.Zinc (Zinc) rights begin to decline. Pendant 33. The forewings of the leaves are dark green.Zinc (Zinc) rights begin to decline. Pendant 33. The forewings of the leaves are dark green.,Signs of nutrient deficiencies in crops,तरह हो जाता है। ह उचित ढंग से उपयोग न होने के कारण पुरानी पत्तियाँ हरितिमाहीन,,,फसलों में पोषक तत्वों कीकमी के लक्षण,52,input/md/hindi\ManjushaBookPart_I.pdf,para,,
32,"The middle lobe of the veins becomes golden yellow / brown and the outer edges are cut and reddish-purple inward. Coarse grains such as maize and are made. In sorghum, these symptoms begin at the tip of the leaves. Yellowing finally occurs from the edge to the br phosphorus. Kik [(""Leaves of nitrogenous plants deficient in phosphorus""). . | | (Shrinking after 8 is due to the term ed and plants are left short.) Ma 16 Jaf Leek ""No judge. The colour of the roof should be pink to dark green. Hill leaves first turn yellow (greenish). They don't go. In coarse-grained fronds, the leaves begin at the apical lobe and extend to the median veins.",Signs of nutrient deficiencies in crops,"एज न जे पोहेशियम होकर शिराओं का मध्य खण्ड सुनहरा पुरानी पत्तियों का रंग पीला / भूरा हो जाता है और बाहरी किनारे कट-फट अन्दर की ओर लाल-बैंगनी रंग के धब्बे जाते हैं। मोटे अनाज जैसे मक्का एवं बन जाते हैं। ज्वार में ये लक्षण पत्तियों के अग्रखण्ड से प्रारम्भ होते हैं। पीला हो जाता है अन्त में किनारे से ब्््र फॉस्फोरस । किक [("" नाइट्रोजन पौधों की पत्तियाँ फास्फोरस की कमी [॥ । | ।( (८ के जाया पछ छर जाय था एड पद के कारण छोटी रह जाती हैं तथा पौधों । मा १६ जाफ लीक ""नो जज | छत का रंग गुलाबी होकर गहरा हरा हो ज>>>े> | | हिल पत्तियां पहले पीली (हरितिमाहीन) हो जाता है। न प जाती हैं। मोटे अनाज वाली फरलों में पत्तियों कापीलापन अग्रखण्ड से शुरू होकर मध्य शिराओं तक फैल",,,फसलों में पोषक तत्वों कीकमी के लक्षण,139,input/md/hindi\ManjushaBookPart_I.pdf,para,,
33,it goes.Fertilizer Supplements for Nutrient Revolving Limits and Related Factors in U.P. Micro / Major Nutrients. Fertility Category |उर्वरता Level Fertilizer Recommendation Application (PDF). P.M.) kg. / Hey.Fertilizer Supplements for Nutrient Revolving Limits and Related Factors in U.P. Micro / Major Nutrients. Fertility Category |उर्वरता Level Fertilizer Recommendation Application (PDF). P.M.) kg. / Hey.,Signs of nutrient deficiencies in crops,जाता है।,,,फसलों में पोषक तत्वों कीकमी के लक्षण,58,input/md/hindi\ManjushaBookPart_I.pdf,para,,
34,Q4 or Baan Sha Raghaye Aap 4.Foamy spray of nitrogen urea and potashFoamy spray of nitrogen urea and potashFoamy spray of nitrogen urea and potashFoamy spray of nitrogen urea and potashFoamy spray of nitrogen urea and potash,Signs of nutrient deficiencies in crops,"""प्र ""प्र ४ या बाण शा रघएए एप 4.",,,फसलों में पोषक तत्वों कीकमी के लक्षण,44,input/md/hindi\ManjushaBookPart_I.pdf,para,,
